@relation artificial_weekend.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
17,17,57.5,12,1
14,14,79.5,13,1
14,14,77,10,1
14,14,74.5,7.5,1
14,14,79.5,3,0
13.5,13.5,85,6,0
14,14,77,9,0
13,13,85,11,0
12.5,12.5,85,9,0
12,12,85,8,0
11.5,11.5,85,8,0
11,11,88,8,0
10,9,88,8,0
11,11,88,13,0
11,11,94,16,0
11.5,11.5,91,10,0
12,12,88,10,1
13,13,82,9,1
15,15,72,12,1
16,16,70,9,1
17.5,17.5,66,8,1
19,19,60,10,1
19,19,60,12,1
19,19,62,14,1
18.5,18.5,66,15,1
17.5,17.5,70.5,18.5,1
16.5,16.5,70,16,1
15.5,15.5,72,13,1
14,14,77,12,1
14.5,14.5,77,8,0
14,14,74.5,13,0
12.5,12.5,77,11,0
12,12,77,10,0
12,12,74.5,8,0
11,11,79.5,8,0
10.5,10,79.5,7,0
10,8.5,88,10,0
10.5,9.5,85,12,0
11,11,82,13,0
11,11,88,13,0
12,12,82,16,0
13,13,79.5,18,1
14,14,77,14,1
14.5,14.5,79.5,18,1
16.5,16.5,70,19.5,1
16,16,72,16,1
18,18,64,17.5,1
18,18,68,18.5,1
18.5,18.5,66,20,1
18,18,66,17,1
17.5,17.5,70.5,17.5,1
15.5,15.5,74.5,17,1
14.5,14.5,79.5,14,1
13.5,13.5,82,14,0
13,13,85,13,0
12,12,94,7.5,0
12,12,94,7.5,0
12,12,94,8,0
12,12,94,6.5,0
12,12,94,6.5,0
12,12,94,6.5,0
12,12,94,7,0
13,13,94,7.5,0
13,13,94,7,0
13.5,13.5,91,8,1
14,14,91,9,1
15.5,15.5,85.5,8,1
16,16,83,11,1
17.5,17.5,75,11,1
17,17,83,11,1
17.5,17.5,80.5,12,1
18,18,78,11,1
18,18,80.5,10,1
19,19,78,12,1
19,19,78,10,1
18,18,83,10,1
17.5,17.5,83,6,1
17,17,88,6.5,1
16,16,88,7,1
14.5,14.5,91,6,0
14,14,91,6.5,0
13,13,94,10,0
13,13,88,7.5,0
12,12,94,6.5,0
12,12,94,7,0
12.5,12.5,91,8,0
13,13,88,9,0
13.5,13.5,85,11,0
14,14,85,14,1
15,15,79.5,13,1
17,17,72.5,12,1
19,19,68.5,11,1
20,20,64,12,1
22,22,61,11,1
23,23,55,14,1
24,24,55.5,15,1
22.5,22.5,63,18.5,1
21,21,69,17,1
19.5,19.5,71,16,1
17,17,78,15,1
15.5,15.5,82.5,17,1
14,14,88,15,1
13,13,91,16,0
16.5,16.5,80,9,0
16,16,83,5,0
16,16,83,6.5,0
16,16,77,5.5,0
15.5,15.5,79.5,6,0
15,15,82,6.5,0
16,16,77,6.5,0
16.5,16.5,75,5,0
18,18,70.5,6.5,0
18.5,18.5,68,7.5,1
20,20,66.5,7,1
21.5,21.5,58.5,5,1
21.5,21.5,55,8,1
22,22,51.5,5,1
20.5,20.5,64.5,14.5,1
18,18,83,6.5,1
18,18,80.5,8,1
19,19,73,8,1
20,20,66.5,9,1
19,19,75.5,10,1
18.5,18.5,75.5,8,1
18,18,80.5,5,0
18,18,80.5,5,1
18,18,78,6.5,1
17,17,83,8,0
17,17,83,8,0
17,17,83,9,0
16.5,16.5,85.5,10,0
15.5,15.5,85.5,14,0
15.5,15.5,85.5,13,0
16,16,77,14,0
16,16,72,15,0
15.5,15.5,79.5,11,0
16,16,80,12,0
16,16,85.5,11,0
16,16,88,11,0
16,16,91,9,0
16,16,91,11,1
17.5,17.5,85.5,11,1
19.5,19.5,73.5,11,1
20,20,71,13,1
19,19,80.5,13,1
20,20,75.5,18.5,1
20,20,73,19.5,1
19,19,78,12,1
18,18,83,10,0
17,17,83,7.5,0
17,17,85.5,5.5,0
14,14,88,9,0
14,14,88,13,0
14,14,88,12,0
14,14,85,12,0
14,14,82,13,0
13,13,88,11,0
14,14,82,11,0
14,14,82,11,0
14,14,82,15,0
14,14,82,13,1
15,15,77,13,1
15,15,74.5,15,1
15.5,15.5,70,12,1
16,16,68,12,1
16,16,68,16,1
16,16,65.5,18.5,1
16,16,68,14,1
16,16,68,11,1
16,16,68,8,1
16,16,68,8,1
16,16,68,6,1
15,15,72,3,1
15,15,72,6,1
15,15,74.5,6.5,0
15,15,74.5,8,0
15,15,77,7.5,0
14.5,14.5,79.5,11,0
14.5,14.5,79.5,12,0
14,14,82,14,0
14,14,82,15,0
14,14,82,13,0
15.5,15.5,74.5,15,0
16.5,16.5,72.5,11,0
18.5,18.5,66,11,1
18.5,18.5,62,18,1
20,20,56,19.5,1
20,20,53,21,1
20.5,20.5,53,18,1
20.5,20.5,53,22,1
20,20,58,22,1
19,19,64,19.5,1
18.5,18.5,66,21.5,1
17.5,17.5,75,23,1
17,17,77,19.5,1
16,16,88,18,0
16,16,88,17.5,0
16,16,88,18,0
16,16,94,18,0
15,15,82,15,0
15,15,77,17,0
15,15,77,17,0
15,15,77,13,0
14,14,82,17,0
14,14,82,15,0
14,14,82,13,0
15,15,77,13,0
16,16,72,11,0
17,17,68,17,1
17,17,64,13,1
19,19,60,13,1
17,17,68,24,1
20,20,52.5,18,1
18.5,18.5,52.5,19,1
17,17,68,11,1
15.5,15.5,79.5,12,1
15.5,15.5,77,5,1
16,16,77,8,1
16,16,77,12,1
16.5,16.5,75,9,1
15.5,15.5,82.5,9,0
16,16,77,7,0
16,16,77,17.5,0
15,15,79.5,15,0
15,15,77,18,0
14,14,82,15,0
14,14,82,18,0
14,14,85,14,0
15,15,82,20,0
15,15,77,22,0
15,15,77,22,0
15.5,15.5,74.5,20,0
15.5,15.5,77,21,0
16,16,74.5,20.5,1
17.5,17.5,66,15,1
18.5,18.5,58,19,1
20,20,51,22,1
20,20,53,18.5,1
20,20,53,19.5,1
20,20,53,25,1
19.5,19.5,56,28,1
19,19,56,24,1
17,17,66,25,1
16,16,77,22,0
15,15,85,13,0
16,16,83,11,0
16,16,83,15,0
13,13,77,18,0
13,13,77,18,0
12,12,82,22,0
12,12,77,21,0
12,12,77,21.5,0
12,12,79.5,19.5,0
12,12,82,25,0
13.5,13.5,74.5,25,0
15,15,65.5,27,0
16,16,57,29,1
17,17,54,27,1
17,17,52,25,1
18,18,49,26,1
17.5,17.5,54,29,1
18.5,18.5,52,27,1
20,20,43,34,1
18.5,18.5,58,29.5,1
18.5,18.5,56,28,1
16,16,72.5,16,1
17,17,64,25,1
17,17,64,23,1
16,16,68,18.5,0
15,15,74.5,16,0
15,15,70,20,1
14,14,72,21.5,0
14,14,72,20,0
13,13,79.5,17,0
13,13,82,15,0
12.5,12.5,85,10,0
12.5,12.5,85,11,0
13.5,13.5,79.5,14,0
14.5,14.5,74.5,16,0
16,16,68,13,0
17,17,64,14,1
18,18,56,12,1
18.5,18.5,52,12,1
19.5,19.5,50.5,13,1
19.5,19.5,54.5,16,1
20,20,49,14,1
20.5,20.5,49.5,13,1
20,20,54.5,16,1
20.5,20.5,53,17,1
20,20,54.5,13,1
19.5,19.5,58,15,1
18.5,18.5,62,15,1
17.5,17.5,68.5,12,1
16.5,16.5,75,13,1
16,16,77,14,0
18,18,68,16,0
18,18,68,15,0
18,18,68,14,0
17,17,73,12,0
17,17,73,13,0
17,17,73,9,0
17.5,17.5,75,7,0
19,19,73,17,0
19,19,66,18,0
19.5,19.5,66,19,1
21.5,21.5,64.5,19.5,1
23.5,23.5,57.5,28,1
24,24,57,27.5,1
23,23,61,29,1
23,23,61,28,1
22.5,22.5,63,27,1
22,22,63,22,1
22,22,65,23,1
21.5,21.5,67,21.5,1
21,21,69,20.5,1
20.5,20.5,71,21,1
20,20,73,21,1
19.5,19.5,75.5,24,0
19,19,75.5,22,1
19,19,73,19.5,0
19,19,73,17,0
18,18,80.5,17,0
18,18,83,17,0
18,18,83,20,0
18,18,83,17.5,0
19,19,78,17.5,0
19,19,80.5,20,0
19,19,80.5,23,0
19,19,83,20.5,1
18.5,18.5,85.5,18,1
19.5,19.5,80.5,18.5,1
19.5,19.5,80.5,23,1
20,20,78,24,1
21,21,66.5,28.5,1
22,22,57,30.5,1
22.5,22.5,51.5,32.5,1
22,22,51.5,31.5,1
21.5,21.5,53.5,29.5,1
21,21,55,30.5,1
19,19,64,22,1
18.5,18.5,70.5,21,0
18,18,70.5,20,1
17,17,73,24,0
18,18,83,23,0
18,18,83,23,0
18,18,83,17,0
18,18,83,20,0
18,18,83,17,0
18,18,83,21.5,0
18,18,83,20.5,0
18,18,83,18.5,0
18.5,18.5,80.5,19.5,0
20,20,73,20,1
21,21,73,22,1
23,23,65,19,1
24.5,24.5,59,18.5,1
25.5,26,57.5,21.5,1
25.5,25.5,55.5,20.5,1
26.5,26.5,52.5,21,1
26,26,54,24,1
26,26,54,19,1
25.5,25.5,55.5,25,1
24.5,24.5,59,23,1
24,24,61,21.5,1
22.5,22.5,67,23,1
21.5,21.5,71,19.5,1
21,21,75.5,18.5,1
20,20,78,18,1
20,20,83,14,0
20,20,83,17,0
20,20,78,15,0
19.5,19.5,80.5,17,0
19.5,19.5,83,13,0
20,20,83,13,0
20,20,83,12,0
21,21,78,14,0
22.5,22.5,71,13,1
23.5,23.5,67,19,1
23.5,23.5,67,18,1
25,25,61,21,1
25,25,59,19.5,1
26,26.5,55.5,21,1
26.5,26.5,51,21.5,1
27.5,27.5,46.5,27,1
26.5,26.5,52.5,24,1
26,26,52.5,23,1
25.5,25.5,52.5,20,1
25,25,54,19,1
24,24,61,16,1
23,23,65,17.5,1
22,22,69,16,0
19,19,75.5,8,0
17.5,17.5,85.5,12,0
17.5,17.5,85.5,6.5,0
17.5,17.5,85.5,6,0
17,17,85.5,4,0
17,17,85.5,3,0
17.5,17.5,85.5,5,0
19.5,19.5,75.5,2,0
20.5,20.5,71,6,0
22.5,22.5,65,6,1
23.5,23.5,61,6.5,1
25.5,25.5,52.5,9,1
26.5,26.5,48,9,1
26,26,49.5,6.5,1
26,26,49.5,8.5,1
26,26,51,15,1
26,26,54,15,1
27,27,45,13,1
26,26,46.5,19.5,1
25,25,47,19,1
23.5,23.5,50,18,1
22.5,22.5,61,15,1
21.5,21.5,62.5,14,1
20.5,20.5,66.5,13,1
19.5,19.5,71,13,1
19,19,73,14,0
18,18,78,13,0
17.5,17.5,77.5,12,0
17.5,17.5,75,11,0
17,17,77,12,0
17.5,17.5,75,11,0
18.5,18.5,70.5,9,0
20,20,64,15,0
21.5,21.5,64.5,18,1
22.5,22.5,61,19.5,1
22.5,22.5,59,19.5,1
23,23,57,18.5,1
24,24,54,17,1
24,24,54,19,1
24,24,54,21,1
23.5,23.5,57,23,1
23.5,23.5,59,22,1
22.5,22.5,63,21,1
22,22,67,20.5,1
21,21,73,19,1
20,20,78,16,1
20,20,78,18,1
20,20,80.5,17,0
19,19,73,16,0
19,19,73,14,0
18.5,18.5,75.5,12,0
18.5,18.5,75.5,12,0
18,18,80.5,11,0
17.5,17.5,80.5,7,0
18,18,78,8,0
18,18,78,9,0
18,18,78,8,0
18,18,78,8,1
18.5,18.5,73,9,1
18.5,18.5,68.5,10,1
20,20,58,10,1
21,21,51.5,10,1
21.5,21.5,50,12,1
22,21.5,47,11,1
22,21,45.5,12,1
21,21,51.5,13,1
22,21,45.5,14,1
21.5,21,47,13,1
21,21,48,12,1
20,20,49,8,1
19,19,56,7,1
18,18,58,5,1
17,17,61.5,6,0
16,16,65.5,6.5,0
15.5,15.5,65.5,5.5,0
15.5,15.5,67.5,5.5,0
15,15,68,7,0
15,15,68,7.5,0
16,16,68,8.5,0
17,17,66,11,0
17.5,17.5,62,9,1
19.5,19.5,54.5,11,1
20,20,46,12,1
21,21,44.5,14,1
20.5,20.5,47.5,17,1
21,21,46,13,1
21,21,44.5,17,1
21.5,21,43.5,15,1
21,21,46,9,1
21,21,48,10,1
21,21,48,8,1
21,21,50,9,1
20.5,20.5,51.5,12,1
20,20,56,19.5,1
19,19,58,14,0
18,18,62,17,0
17,17,68,16,0
17,17,68,19.5,0
16.5,16.5,70,18,0
15.5,15.5,79.5,13,0
15,15,82,11,0
15.5,15.5,79.5,8,0
16.5,16.5,75,8,0
18.5,18.5,66,11,0
19.5,19.5,62,8,1
21,21,57,10,1
22.5,22.5,48.5,12,1
23.5,23.5,44,13,1
23.5,23.5,44,14,1
24.5,24.5,40,15,1
25.5,25.5,38,13,1
25.5,25.5,39,17,1
25.5,25.5,40.5,16,1
25,25,49,18,1
23.5,23.5,51.5,19.5,1
22.5,22.5,53.5,20.5,1
21,21,60,18,1
20,20,64,16,1
19.5,19.5,68.5,13,1
18.5,18.5,75.5,16,1
18,18,83,11,0
18.5,18.5,83,12,0
19,19,78,15,0
19,19,80.5,17.5,0
19,19,83,19.5,0
19,19,83,19.5,0
20,20,83,22,0
20.5,20.5,80.5,21.5,0
21.5,21.5,75.5,23,1
22.5,22.5,71,21,1
24.5,24.5,63,25,1
24.5,24.5,59,24,1
26.5,26.5,52.5,28.5,1
26.5,26.5,48,33.5,1
26,26,46.5,34,1
26,26,40.5,33,1
25,25,43,30,1
24,24,45.5,30,1
22.5,22.5,47,29.5,1
21.5,21.5,51.5,32.5,1
20,20,56,31,1
19,19,60,27,1
18,18,64,30.5,0
17.5,17.5,68.5,19.5,0
17,17,73,17,0
17,17,73,18,0
17,17,73,21,0
16,16,77,19.5,0
16,16,77,20.5,0
16,16,80,21,0
17.5,17.5,75,20,0
18.5,18.5,70.5,24,0
20,20,64,25,1
20,20,64,24,1
21,21,62,24,1
21,21,64,26,1
22,22,61,20,1
23,23,57,22,1
24,24,52,21,1
25,25,49,21,1
25,25,45.5,21,1
25,25,43,24,1
24,24,45.5,17,1
23,23,47,16,1
21,21,51.5,10,1
21,21,53,10,1
20,20,56,7,1
19,19,60,10,0
18.5,18.5,60,10,0
18,18,58,10,0
17.5,17.5,59.5,10,0
17,17,59,7,0
17,17,61.5,7,0
17,17,64,6.5,0
17,17,61.5,6,0
17.5,17.5,57.5,5,0
18.5,18.5,54,6.5,1
19,19,50.5,10,1
19.5,19.5,47.5,8,1
20.5,20.5,46,8.5,1
20.5,20.5,46,7,1
21.5,21,43.5,8,1
21.5,21,45,9,1
22.5,21.5,42.5,7.5,1
22,21,42.5,9,1
22,21,44,10,1
21.5,21,45,14,1
20.5,20.5,49.5,12,1
19.5,19.5,56.5,12,1
18,18,66,15,1
16.5,16.5,75,12,0
17,17,77,19.5,0
17,17,77,19,0
17,17,77,17,0
16.5,16.5,80,14,0
16,16,83,15,0
16,16,77,17,0
16.5,16.5,75,18,0
17.5,17.5,70.5,22.5,0
18,18,68,29,0
19,19,64,30.5,0
17.5,17.5,75,27,0
17.5,17.5,78,29,1
19.5,19.5,66,29,1
20.5,20.5,56.5,26,1
20.5,20.5,54.5,38,1
20.5,20.5,51.5,36,1
19.5,19.5,60,39,1
19,19,64,36,1
19,19,62,30.5,1
18.5,18.5,66,33,1
17,17,77,29.5,0
17,17,77,24,0
17,17,73,24,0
17,17,73,27,0
17,17,75,29,0
17,17,73,29,0
17,17,73,30.5,0
16.5,16.5,80,29,0
17,17,73,29,0
16.5,16.5,75,27,0
16,16,77,26,0
16.5,16.5,80,23,0
18,18,68,28,0
18,18,70.5,26,0
19,19,64,30.5,1
19.5,19.5,62,28.5,1
20,20,60.5,28,1
21.5,21.5,53.5,28,1
22,22,51.5,30.5,1
22,22,51.5,31.5,1
22,22,50,28,1
22,21.5,47,25,1
20.5,20.5,53,29,1
17.5,17.5,78,22.5,1
17.5,17.5,80.5,16,0
18,18,83,19.5,0
18.5,18.5,80.5,19.5,0
18,18,83,18,0
20,20,53,5,0
19,19,56,6,0
18.5,18.5,64,6.5,0
17,17,75,6,0
17,17,77,6,0
17,17,83,7,0
18,18,85.5,7.5,0
18.5,18.5,83,14,0
21,21,69,19,0
21.5,21.5,67,22,1
23,23,65,22,1
24,24,61,25,1
24.5,24.5,59,28,1
25,25,57,27,1
24,24,61,30,1
22.5,22.5,67,30.5,1
23.5,23.5,63,28.5,1
23,23,67,19.5,1
23,23,69,15,1
22.5,22.5,71,11,1
22,22,75.5,8,1
22,22,78,6.5,1
22,22,75.5,8.5,1
21.5,21.5,80.5,6.5,1
21,21,83,9,0
21,21,78,11,0
21,21,78,11,0
20.5,20.5,80.5,16,0
19.5,19.5,80.5,17.5,0
18,18,78,19,0
18,18,80.5,20.5,0
18,18,83,17,0
19,19,78,16,0
20,20,71,20,0
21,21,66.5,19.5,1
20,20,73.5,18.5,1
21.5,21.5,65,24,1
21.5,21.5,67.5,22.5,1
21,21,66.5,26,1
22,22,63,25,1
21.5,21.5,67,25,1
21,21,66.5,24,1
20.5,20.5,71,23,1
20,20,73,19,1
19.5,19.5,75.5,15,1
19,19,78,14,1
18,18,83,13,1
18,18,83,12,0
21,21,57,24,1
20,20,64,24,1
20,20,64,19,1
21,21,60,26,1
21,21,64,26,1
19,19,73,20,0
18,18,83,20,0
18,18,88,20,0
18,18,88,28,0
19,19,88,19,0
19,19,88,17,0
19,19,88,20,0
19,19,88,19,0
19,19,83,20,0
19,19,88,19,0
19,19,83,24,0
19,19,78,22,0
18,18,64,35,0
17,17,68,26,0
17,17,73,26,0
17,17,73,24,0
18,18,68,30,0
18.5,18.5,70.5,28,1
19,19,68,25,1
19.5,19.5,64,24,1
20,20,58,30.5,1
20,20,60,28,1
20,20,60,26,1
20,20,62,25,1
20,20,62,22,1
20,20,60,19.5,1
19.5,19.5,64,20.5,1
19,19,68,22,1
19,19,68,17,1
18,18,73,15,0
18,18,73,14,0
19,19,78,16,0
19,19,78,15,0
19,19,78,11,0
18.5,18.5,80.5,11,0
18.5,18.5,80.5,12,0
19,19,78,14,0
19,19,78,12,0
19,19,80.5,14,0
19.5,19.5,80.5,15,0
20,20,78,17,0
20.5,20.5,71,18.5,1
21.5,21.5,67,21.5,1
21,21,71,22,1
20,20,83,18,0
20,20,83,24,1
20,20,83,21.5,1
19.5,19.5,85.5,18,1
19,19,88,20,1
19,19,88,19.5,0
18,18,91,15,0
18,18,88,14,0
18,18,88,12,0
18,18,80.5,15,0
17,17,75,16,0
15.5,15.5,79.5,14,0
15,15,82,11,0
15,15,82,11,0
13.5,13.5,85,10,0
13,13,88,9,0
12,12,94,11,0
12,12,91,9,0
12,12,94,6.5,0
14,14,82.5,5,0
15.5,15.5,70,4,1
16.5,16.5,59.5,2,1
19,19,44.5,3.5,1
20,20,40,6,1
21,21,38,8.5,1
21,21,38,7,1
22,21,36,14,1
22,21,38,13,1
21.5,21,40.5,14,1
20,20,47.5,16,1
18.5,18.5,50.5,12,1
17.5,17.5,55.5,9,1
16,16,63,7,1
16,16,65.5,8,0
16,16,68,6.5,0
15,15,74.5,19,0
15,15,74.5,20.5,0
15,15,74.5,20.5,0
15,15,77,19.5,0
15,15,72,22,0
15,15,72,25,0
15,15,72,24,0
14.5,14.5,79.5,24,0
14,14,82,20,0
14.5,14.5,79.5,22,1
15,15,77,22,1
15,15,82,25,1
16,16,77,23,1
16,16,77,24,1
16,16,83,20,1
16,16,83,22,1
16,16,83,20.5,1
16,16,83,17,1
16,16,88,16,1
16,16,88,19,1
16,16,88,17,1
16,16,88,15,0
16,16,88,12,0
15,15,94,8,0
15,15,91,8.5,0
15,15,94,9,0
15.5,15.5,91,9,0
15,15,94,7,0
15,15,94,9,0
15,15,94,10,0
15,15,94,8,0
15,15,91,9,0
15,15,91,9,0
15.5,15.5,85.5,8,1
17,17,77,8,1
17.5,17.5,75,11,1
18,18,73,11,1
19,19,64,8,1
19,19,64,10,1
19,19,64,11,1
19,19,64,7,1
19,19,64,8,1
19,19,64,8,1
19,19,66,6.5,1
19,19,68,5,1
19,19,68,0,0
18,18,73,4,0
18,18,73,2,0
14,14,74.5,8,0
14,14,77,7,0
14.5,14.5,74.5,6.5,0
15.5,15.5,74.5,14,0
16.5,16.5,75,12,0
16,16,77,14,0
16,16,77,13,0
16,16,77,9,0
17,17,77,11,0
19,19,64,17,1
20,20,60,19,1
21,21,53,22,1
22,21,45.5,24,1
23,22,41,24,1
22,21,44,28,1
22,21,47,22,1
21,21,50,20.5,1
21,21,50,13,1
20.5,20.5,56.5,15,1
20,20,60,13,1
20,20,56,14,1
20,20,60,15,0
20,20,60,17,1
20,20,58,20,1
20,20,56,19.5,0
19.5,19.5,58,20.5,0
19,19,62,19.5,0
19,19,64,18.5,0
19,19,68,17,0
19,19,70.5,17,0
16.5,16.5,83,16.5,0
16,16,85.5,17.5,0
16.5,16.5,83,21,0
16,16,80,19.5,1
17,17,73,22,1
17.5,17.5,64,25,1
18.5,18.5,54,25,1
19.5,19.5,47.5,28.5,1
20,20,44.5,29,1
20,20,41.5,28,1
19.5,19.5,46,26,1
18,18,52,24,1
17,17,52,20,1
17,17,52,17,1
16,16,57,16,1
15.5,15.5,61,11,0
14.5,14.5,67.5,11,0
14,14,72,8,0
13,13,82,6.5,0
13,13,82,7,0
13,13,82,3,0
13,13,85,2,0
13,13,88,6.5,0
13,13,88,6.5,0
13,13,88,5,0
12,12,94,3,0
13,13,88,5,0
14,14,82,5,0
14,14,82,7.5,0
13,13,82,11,0
13,13,82,11,0
13,13,82,10,1
15.5,15.5,67.5,18.5,1
15.5,15.5,63,19.5,1
15,15,63,16,1
13,13,72,11,1
12,12,77,6.5,1
12,12,88,10,0
12,12,85,14,0
12,12,85,8.5,0
11.5,11.5,85,12,0
11,11,88,11,0
11,11,88,16,0
11,11,88,13,0
11,11,82,17,0
11,11,85,17,0
11,11,88,15,0
12,12,82,15,0
11,11,85,15,0
11,11,88,17,0
11.5,11.5,85,19,0
12,12,82,17,0
13.5,13.5,72,17,1
14,14,72,18,1
14.5,14.5,65,17,1
16,16,59,17,1
16,16,57,17,1
16,16,51.5,13,1
17,17,50.5,17.5,1
16.5,16.5,50.5,16,1
15.5,15.5,55.5,10,1
14.5,14.5,57,6,1
14,14,63,3,0
13,13,67,6,0
12,12,77,2,0
12,12,74.5,5,0
13,13,85,11,0
13,13,82,8,0
13,13,82,7,0
13,13,82,7,0
13,13,85,9,0
13,13,88,6,0
13,13,88,6.5,0
13,13,88,6.5,0
13,13,88,6.5,0
14,14,82,9,1
14,14,85,10,1
14,14,82,11,1
15,15,82,7,1
15.5,15.5,77,11,1
15.5,15.5,72.5,16,1
15.5,15.5,67.5,13,1
15.5,15.5,70,11,1
16,16,59,9,1
15,15,65.5,9,1
15,15,63,11,1
14,14,67,10,1
14,14,67,6.5,0
13.5,13.5,69.5,7.5,0
12.5,12.5,74.5,7,0
12,12,77,9,0
12,12,77,7,0
12,12,77,8,0
11,11,77,10,0
10,8.5,82,10,0
10,8,82,11,0
9,8,87,8,0
9.5,8,84.5,10,0
10,8.5,82,11,0
10.5,9.5,79.5,13,1
12.5,12.5,69.5,12,1
14,14,61,18,1
15,15,55,15,1
15,15,53,12,1
15,15,55,11,1
13.5,13.5,65,17.5,1
13,13,69.5,7.5,1
14,14,61,6,1
13,13,67,8,1
13,13,67,7,0
12,12,72,8,0
12,12,72,7.5,0
11.5,11.5,77,8,0
11,11,79.5,8,0
12,12,77,6,0
12,12,82,6,0
12,12,82,2,0
12,12,82,6,0
12,12,82,2,0
12,12,82,2,0
11,11,88,3,0
11,11,88,5,0
11.5,11.5,85,2,0
13,13,77,7,1
14,14,72,10,1
14,14,74.5,11,1
15.5,15.5,70,14,1
16,16,68,13,1
17,17,57.5,12,1
17,17,56,16,1
16.5,16.5,55.5,18,1
13.5,13.5,74.5,16,1
12,12,88,7.5,0
13,13,88,7.5,0
13,13,88,11,0
13,13,85,13,0
12,12,88,10,0
12,12,88,10,0
12,12,85,8,0
11.5,11.5,85,6.5,0
10,9.5,94,6.5,0
10,8,94,11,0
10,8,94,12,0
10,8,94,14,0
11,11,94,15,0
13,13,88,17,0
13,13,94,19,0
14,14,88,23,0
15.5,15.5,79.5,22.5,0
16.5,16.5,75,23,1
16.5,16.5,72.5,22,1
17,17,70.5,18.5,1
17,17,70.5,18.5,1
17,17,68,18,1
16.5,16.5,72.5,16,1
16,16,72,11,1
15.5,15.5,72.5,11,1
15,15,77,12,1
14,14,85,12,0
14.5,14.5,85,12,0
14,14,88,9,0
14.5,14.5,91,9,0
9,8,87,7,0
9,8,87,8,0
8,8,93,4,0
8.5,7.5,90,6,0
9,8,87,6,0
9,8.5,87,5,0
8.5,8.5,90,4,0
8,7,93,6,0
8,7,93,6.5,0
8,7,93,6.5,1
9.5,9,87.5,5,1
11.5,11.5,79.5,8,1
12,12,77,11,1
13.5,13.5,65,11,1
14,14,59,14,1
14,14,57,12,1
13,13,61,14,1
13,13,65,12,1
12.5,12.5,69.5,12,1
12,12,72,11,1
11.5,11.5,74.5,12,0
10.5,10.5,79.5,7.5,0
10,10,82,6,0
10,10,82,5,0
9,9,87,4,0
9,8.5,87,3,0
8.5,8,90,5,0
8,7,90,6,0
8,7,93,6,0
8,8,87,4,0
8,7,90,6.5,0
7.5,6.5,90,6,0
8,7,87,6,0
9.5,8,79,10,0
10.5,9.5,74,15,1
12,12,69.5,22,1
12,12,67,24,1
12.5,12.5,67.5,24,1
13,13,63,25,1
13,13,65,23,1
12,12,67,23,1
12,12,69.5,24,1
11.5,11.5,74.5,17.5,1
11,11,77,17,1
11,11,77,15,0
11,11,77,13,0
10.5,9.5,79.5,12,0
11,11,77,9,0
15,15,82,5,0
14,14,88,4,0
14,14,88,5,0
14,14,88,5,0
14,14,88,5,0
14,14,88,6.5,0
14,14,88,4,0
14,14,85,4,0
14,14,88,5,0
14,14,88,2,1
14.5,14.5,85,0,1
15.5,15.5,79.5,2,1
16,16,77,0,1
16,16,77,2,1
16,16,74.5,2,1
16,16,72,2,1
16,16,72,5,1
15.5,15.5,74.5,5,1
14.5,14.5,79.5,0,1
13,13,88,0,1
12.5,12.5,91,3.5,1
12,12,94,5,0
12,12,94,0,0
12,12,88,2,0
11,11,94,6,0
10.3333,10.3333,98,2.66667,1
10,10,94,5,0
10,10,94,5,0
10,10,94,5,0
9,8.5,100,3,0
9.5,9.5,97,2,0
9.5,9.5,97,5,0
10,10,94,4,0
10,10,97,2,1
10.5,10,97,7.5,1
11,11,97,7,1
11,11,100,6,1
12,12,94,3,1
12.5,12.5,91,4,1
13,13,88,4,1
13,13,88,3,1
12.5,12.5,91,4,1
12.5,12.5,91,6,1
13,13,88,8,0
12,12,94,6,0
12,12,94,8,0
12,12,94,11,0
6.5,4.5,87,11,0
6,3.5,87,13,0
5,2,93,13,0
5,2,90,14,0
5,2,87,15,0
5.5,2.5,90,13,0
6,3.5,84,12,0
6.5,3.5,78.5,16,0
6.5,3.5,84,15,0
7,4,81,17.5,1
8,5,82,19,1
8.5,5.5,79,18,1
9,6,68.5,20,1
10,7,60,24,1
10,7,58,22,1
9,6,58,24,1
9,6,58,19.5,1
8,5,62,22,1
8,5,62,19.5,1
7,4.5,66,15,1
6.5,3.5,68.5,16,0
6,3,71,18,0
6,3,71,17,0
5,2,70,17,0
5,1,70,19.5,0
5,1.5,68,18,0
4,0,72.5,19,0
4,0,70,17,0
4,0.5,72.5,16,0
4,0,70,18,0
4,0.5,70,16,0
3.5,-0.5,75,16,0
4.5,1,72.5,17,0
5,1,70,20.5,0
6.5,3,66,20.5,1
7,3,63.5,22,1
8,4.5,62,22,1
7.5,4.5,64,18.5,1
8,5,62,19.5,1
6.5,3,76,20.5,1
4.5,1.5,90,16,0
5.5,2.5,87,15,0
6,3,87,15,0
6,3,81,17,0
6,2,81,20,0
7,3,81,24,0
7,3,81,26,0
7,3,81,23,0
7,4.5,81,14,0
7,5,81,12,0
8,5.5,76,14,0
8,6,76,13,0
8.5,6.5,73.5,14,0
9,6,73.5,17,0
9,6.5,76,16,0
9,6.5,79,16,0
9,7,82,11,0
9,7,87,14,0
9,7,87,13,0
10,8,88,11,0
10,8.5,88,10,0
