@relation artificial_weekday.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
15,15,59,15,0
14.5,14.5,63,9,0
14,14,63,6,0
13,13,69.5,6,0
13,13,69.5,6,0
13,13,72,7.5,1
14,14,72,12,1
15.5,15.5,61,13,1
16.5,16.5,53.5,7.5,1
18,18,49,8,1
18.5,18.5,47.5,12,1
19.5,19.5,43,11,1
20.5,20.5,39,7.5,1
21,21,39,8.5,1
21.5,21,39,9.5,1
21,21,41.5,11,1
22,21,39.5,8.5,1
22,21,39.5,5.5,1
21,21,43,12,1
20,20,47.5,7,1
19,19,52,7,1
19,19,60,12,1
18,18,64,14,0
17.5,17.5,66,12,0
17,17,68,13,0
17,17,68,11,0
16.5,16.5,70,10,0
16,16,72,9,0
16,16,68,11,0
16,16,65.5,11,0
16,16,68,13,1
17,17,61.5,12,1
18.5,18.5,56,13,1
19,19,56.5,13,1
21,21,50,13,1
21.5,21,50,14,1
22,22,51.5,15,1
23,23,48.5,18,1
23,23,48.5,18,1
23,23,47,17,1
22.5,22.5,48.5,19,1
22,22,53,16,1
21.5,21.5,57,18,1
20.5,20.5,62,17,1
19.5,19.5,66,19,0
19,19,68,17,0
19,19,68,16,0
18.5,18.5,70.5,12,0
18,18,73,16,0
17,17,77,13,0
17,17,75,13,0
16,16,83,13,0
16,16,83,13,0
16.5,16.5,80,18.5,0
17.5,17.5,77.5,22,1
18.5,18.5,75.5,21,1
19,19,68,27,1
19,19,73,29,1
20.5,20.5,66.5,28,1
21.5,21.5,62.5,30,1
23,23,57,30.5,1
23,23,55,31.5,1
23,23,51.5,32.5,1
23,23,53,30,1
22,22,53,32.5,1
22,22,53,29,1
21.5,21.5,55,27,1
20.5,20.5,58.5,26,1
20,20,60,22,1
19,19,64,20,1
19,19,64,18.5,1
17,17,73,20,0
17,17,73,20,0
17,17,73,18,0
17,17,77,21,0
17,17,77,19.5,0
17,17,77,19,0
17.5,17.5,70.5,24,0
17.5,17.5,70.5,27,1
18.5,18.5,66,28,1
19,19,64,30.5,1
19,19,64,29,1
19.5,19.5,64,29,1
20.5,20.5,62,23,1
21,21,60,27,1
19,19,78,23.5,1
18,18,83,20,1
19,19,78,23,1
18,18,78,22,1
18.5,18.5,75.5,21,1
18,18,78,19.5,1
18,18,78,18,1
17.5,17.5,80.5,16,1
16.5,16.5,85.5,17,0
16,16,83,13,0
15.5,15.5,85.5,15,0
15.5,15.5,79.5,15,0
15,15,82,11,0
14.5,14.5,85,12,0
14.5,14.5,79.5,11,0
14,14,82,12,0
14.5,14.5,79.5,15,1
15.5,15.5,74.5,13,1
16.5,16.5,68,15,1
17.5,17.5,64,19,1
18,18,62,19.5,1
19,19,58,18.5,1
17,17,68.5,24,0
16,16,83,14,0
16,16,80,18.5,0
16,16,85.5,18,0
15,15,88,19,1
15.5,15.5,85.5,13,1
16.5,16.5,80,15,1
16,16,77,17,1
15,15,82,17,1
15,15,82,15,1
15,15,82,11,0
14,14,91,12,0
14,14,85,14,0
13,13,94,9,0
13,13,94,14,0
12,12,94,12,0
13,13,88,9,0
13,13,88,12,0
13,13,85,15,0
13.5,13.5,79.5,16,1
14.5,14.5,77,17,1
15.5,15.5,70,17,1
16.5,16.5,61,15,1
17.5,17.5,57.5,18,1
18,18,50.5,16,1
17.5,17.5,60,23.5,1
15.5,15.5,70,16.5,1
17,17,62,15.5,1
19,19,49,15,1
16.5,16.5,64,22,1
17,17,56,16,1
17,17,59,16,1
17,17,57.5,16,1
16.5,16.5,63.5,13,1
16,16,63,15,1
16,16,63,11,0
15,15,68,13,0
15,15,65.5,11,0
15,15,65.5,13,0
14.5,14.5,70,12,0
13,13,82,14,0
13,13,82,11,0
13.5,13.5,79.5,15,0
14.5,14.5,74.5,16,1
15,15,72,17,1
15.5,15.5,65.5,14,1
17,17,59,14,1
18,18,54,17,1
19,19,49,16,1
19,19,49,16,1
20,20,46,15,1
20,20,46,16,1
20,20,47.5,17,1
20,20,44.5,15,1
20.5,20.5,44.5,12,1
20.5,20.5,43,14,1
20,20,46,12,1
19,19,52,8,1
18.5,18.5,56,6,1
17.5,17.5,57.5,9,0
16,16,68,8,0
16,16,72,10,0
15,15,77,11,0
14,14,82,9,0
13.5,13.5,85,11,0
13,13,88,13,0
13.5,13.5,85,11,0
15,15,74.5,13,1
16,16,68,12,1
17.5,17.5,60,14,1
19,19,52,16,1
20,20,47.5,19.5,1
20,20,47.5,18.5,1
20,20,49.5,22,1
20,20,58,20.5,1
20,20,60,20,1
19,19,64,24,1
19,19,68,23,1
18,18,75.5,22,1
18,18,78,21,1
18,18,78,18.5,1
19,19,75.5,19,1
19,19,78,24,1
19,19,78,21,1
21,21,75.5,13,0
20,20,80.5,10,0
20,20,75.5,10,0
19.5,19.5,75.5,6.5,0
18,18,88,7,0
18,18,88,3,0
19,19,75.5,6.5,0
19.5,19.5,71,6.5,1
21,21,64,6,1
22,22,61,5.5,1
23.5,23.5,55.5,7,1
24.5,24.5,48.5,5,1
26.5,26.5,38,7,1
27.5,27,30,5,1
27.5,27,30,6.5,1
28.5,27.5,28.5,3.5,1
29,28,32,6.5,1
29,28,31,9,1
28,28,42,14,1
27,27.5,50,18.5,1
25.5,26,59.5,17,1
24.5,24.5,63,14,1
23,23,69,6.5,1
22,22,73,6,0
21.5,21.5,71,6.5,0
20,20,75.5,6.5,0
19,19,85.5,9,0
18.5,18.5,85.5,7,0
17,17,88,8,0
17,17,88,8,0
18.5,18.5,80.5,10,1
20,20,78,11,1
22,22,73.5,12,1
24.5,24.5,65,11,1
28,28.5,51.5,12,1
29.5,29.5,45.5,18,1
30.5,30.5,43,19,1
31,31,40,19,1
32,32,38,18,1
32,32,37,18.5,1
32,32,36,19.5,1
31,30.5,39.5,18,1
28.5,29.5,51,21,1
26.5,27.5,56,20,1
25,25,61,18,1
23.5,23.5,67,18,1
22.5,22.5,71,19.5,1
21.5,21.5,75.5,19.5,0
21,21,78,17,0
21.5,21.5,75.5,12,0
21,21,78,13,0
21,21,78,15,0
22,22,73,10.5,0
24,24,59,12,0
24.5,24.5,59,8.5,1
25,25,57,13,1
25,25,61,15,1
24,24,69,23,1
24,24,65,23,1
23.5,23.5,67,26,1
25.5,26,61.5,28,1
27,28,56,26,1
28.5,29.5,53,22,1
29.5,30.5,50,21,1
30.5,30.5,43,24,1
30,29.5,39,26,1
29.5,28.5,34,24,1
28.5,28,38.5,22,1
26.5,26.5,46.5,22,1
23.5,23.5,55.5,18.5,1
22.5,22.5,57,15,1
21.5,21.5,62.5,20.5,0
19.5,19.5,66.5,20.5,0
18.5,18.5,68,20,0
17.5,17.5,75,19,0
16.5,16.5,80,15,0
16.5,16.5,80,14,0
16,16,83,13,0
17,17,77,14,0
18,18,73,12,1
18,18,73,11,1
19,19,70.5,9,1
20.5,20.5,62,8.5,1
21.5,21.5,60.5,10,1
23,23,51.5,5,1
24,24,45.5,8,1
24.5,24.5,43,6.5,1
25,25,42,9,1
25,25,43,9,1
24,24,44,7,1
24,24,44,6.5,1
24,24,44,7,1
24,24,45.5,9,1
22.5,22.5,63,10.5,1
21,21,73,15,1
20,20,78,8,1
19.5,19.5,78,8,0
19,19,83,12,0
19,19,83,8.5,0
19,19,83,6.5,0
19,19,80.5,6,0
19,19,78,6.5,0
19,19,78,8,0
19,19,78,10,1
19,19,78,8,1
20.5,20.5,71,11,1
21.5,21.5,67,10,1
21.5,21.5,67,8,1
22.5,22.5,59,9,1
24.5,24.5,48.5,5.5,1
23.5,23.5,53.5,10,1
23.5,23.5,55.5,8,1
24,24,54,11,1
23.5,23.5,53.5,12,1
24,24,52,10,1
24,24,50,9,1
23,23,57.5,6.5,1
21,21,64,13,1
19.5,19.5,66,12,1
19,19,68,6,1
19.5,19.5,85.5,17,0
19,19,88,17.5,0
18,18,70.5,19.5,0
18,18,68,16,0
17,17,73,18,0
16,16,83,18,0
16.5,16.5,80,18.5,0
17,17,77,17,1
18.5,18.5,70.5,17,1
19.5,19.5,66,17,1
20.5,20.5,58.5,16,1
21.5,21.5,51.5,19,1
23,23,44,19.5,1
23.5,23,41.5,21,1
24,23,39,20.5,1
23.5,22.5,38.5,20.5,1
23,22,41,23,1
23,22,41,24,1
23,22,41,19.5,1
22,21,42.5,19.5,1
22,21,45.5,19.5,1
21.5,21,50,13,1
21,21,58.5,11,1
20,20,60,20.5,0
19,19,62,16,0
18,18,66,19,0
17,17,73,14,0
16,16,77,12,0
16,16,77,11,0
16,16,77,11,0
16,16,77,9,1
17,17,73,10,1
18.5,18.5,66,10,1
19.5,19.5,62,10,1
20,20,58,9,1
21.5,21.5,51.5,8,1
22,22,50,13,1
22.5,22.5,48.5,15,1
22.5,22.5,48.5,16,1
22.5,22.5,48.5,18,1
22,21.5,48.5,18,1
22,22,50,20,1
22,22,53,15,1
22,22,50,18.5,1
21,21,58.5,15,1
21,21,58.5,16,1
20,20,66.5,18,1
20,20,69,18,0
19,19,73,16,0
18,18,78,18,0
18,18,78,18,0
18,18,78,16,0
18,18,78,16,0
18,18,83,19.5,0
18,18,83,19.5,0
19,19,78,19.5,1
18.5,18.5,85.5,19.5,1
18.5,18.5,85.5,20,1
19.5,19.5,80.5,22,1
20,20,78,20.5,1
20.5,20.5,75.5,21,1
21,21,73,22,1
22.5,22.5,67,18,1
24,24,61,18,1
23.5,23.5,59,19.5,1
24,24,57,20.5,1
24,24,55.5,18,1
23,23,63,14,1
23,23,61,13,1
22,22,63,5.5,1
21,21,66.5,6.5,1
20,20,64,6.5,0
19.5,19.5,62,9.5,0
19,19,64,6.5,0
18,18,66,8,0
17,17,68,7.5,0
17,17,64,9,0
16,16,72,6.5,0
16,16,68,7.5,0
16,16,68,5,1
17.5,17.5,62,6,1
19,19,54,5,1
20,20,53,10,1
22,22,50,16,1
22.5,22.5,48.5,18,1
22,22,51.5,19.5,1
21.5,21.5,53.5,19.5,1
20.5,20.5,64.5,21.5,1
19,19,75.5,18,1
20,20,78,14,1
19.5,19.5,80.5,15,1
19,19,83,14,1
19,19,83,14,1
19,19,83,15,0
19,19,83,13,0
19.5,19.5,80.5,15,0
18.5,18.5,85.5,15,0
18,18,83,17,0
18,18,83,18,0
18,18,80.5,17,0
18,18,80.5,17.5,0
18,18,78,19.5,1
19,19,73,20,1
18.5,18.5,78,20,1
19.5,19.5,75.5,19.5,1
20,20,75.5,19.5,1
21.5,21.5,65,19.5,1
23,23,55,24,1
22.5,22.5,57,23,1
22.5,22.5,57,16,1
22,22,59,15,1
21,21,69,15,1
21,21,66.5,22,1
20.5,20.5,66.5,19.5,1
20.5,20.5,66.5,18,1
20,20,69,18,1
19,19,78,12,1
20,20,69,12,1
19,19,58,7.5,0
18,18,60,12,0
17,17,59,9,0
16.5,16.5,63.5,10,0
16,16,65.5,10,0
15.5,15.5,65.5,8.5,0
15,15,68,10,0
15.5,15.5,65.5,6.5,1
16,16,65.5,9,1
17,17,64,14,1
17.5,17.5,59.5,14,1
18.5,18.5,54,16,1
19,19,54,15,1
19,19,52,18,1
18.5,18.5,62,19,1
18,18,64,15,1
18,18,66,14,1
17,17,70.5,16,1
17,17,75,18.5,1
15.5,15.5,85.5,15,1
15,15,88,10,1
15,15,88,10,0
15,15,88,12,0
15,15,88,13,0
15,15,88,13,0
15,15,88,14,0
15,15,91,9,0
16,16,94,15,0
16,16,94,18,0
16,16,97,13,0
17,17,94,15,0
18,18,88,19.5,1
18,18,88,18,1
19,19,88,19.5,1
20,20,83,17,1
20,20,85.5,18.5,0
19.5,19.5,91,19.5,0
20.5,20.5,85.5,18,0
21,21,85.5,18,0
22,22,78,19,1
21.5,21.5,80.5,20.5,1
21,21,83,20,1
21,21,83,18.5,1
21,21,83,18.5,1
20,20,83,18,1
20,20,85.5,19.5,1
20,20,83,18.5,0
20,20,83,18,0
20,20,83,20,0
20,20,83,21,0
20,20,83,23,0
20,20,83,24,0
20,20,83,19.5,0
20,20,83,19.5,0
20,20,83,18.5,0
20,20,78,22,1
20.5,20.5,62,27.5,1
20.5,20.5,60,25,1
21,21,58.5,24,1
21.5,21.5,58.5,27,1
22,22,57,26,1
23,23,53,25,1
23,23,53,27,1
23,23,51.5,29,1
23,23,53,28,1
23,23,53,31,1
21.5,21.5,58.5,32,1
20.5,20.5,62,29,1
19.5,19.5,66,24,1
18.5,18.5,70.5,26,1
18,18,73,23,1
17.5,17.5,75,22,0
17,17,77,22,0
17,17,73,21,0
17,17,73,26,0
17,17,73,21,0
17,17,73,21,0
16,16,77,20.5,0
16.5,16.5,75,21,0
17,17,73,26,1
18,18,68,27,1
18,18,68,25,1
19.5,19.5,62,25,1
21,21,57,24,1
21.5,21.5,55,27,1
21,21,55,26,1
22,22,53,25,1
22,22,50,26,1
22.5,22.5,47,27,1
22,21,47,28,1
22,21.5,47,23,1
21,21,51.5,28,1
20,20,60,24,1
19.5,19.5,62,19.5,1
19,19,64,20.5,1
18,18,70.5,18.5,0
17.5,17.5,75,15,0
17,17,73,13,0
16,16,83,14,0
16,16,83,16,0
15,15,88,12,0
15,15,88,13,0
15,15,88,14,0
16.5,16.5,78,13,1
18,18,68,15,1
19.5,19.5,60,12,1
21.5,21,48.5,18,1
21.5,21.5,50,18.5,1
22.5,21.5,42.5,15,1
23,22,41,16,1
24,23,39,15,1
24,23.5,40,16,1
23.5,23.5,44,16,1
23,23,50,17,1
23,23,47,18,1
21.5,21.5,58.5,20,1
21,21,64,19,1
20,20,62,19.5,1
18.5,18.5,64,23,1
17,17,68,28,0
17,17,70.5,28,0
17,17,73,25,0
17,17,73,25,0
16.5,16.5,75,23,0
16,16,80,18.5,0
17,17,66,25,0
16.5,16.5,61.5,22,1
17,17,57.5,23,1
18.5,18.5,49,25,1
19,19,49,20.5,1
19,19,49,21,1
19.5,19.5,44.5,24,1
20,20,43,26,1
20.5,20.5,42,23,1
20,20,43,23,1
20.5,20.5,41.5,20,1
20,20,43,19,1
20,20,46,16,1
20,20,43,16,1
19,19,47.5,17,1
18.5,18.5,47.5,16,1
18,18,44.5,15,0
17,17,47,15,0
17,17,47,14,0
16,16,48,12,0
15,15,53,10,0
14.5,14.5,65.5,13,0
14,14,72,12,0
13.5,13.5,72,15,0
13,13,72,19,0
14,14,65,17,1
14.5,14.5,63,16,1
15.5,15.5,57,14,1
17,17,50.5,15,1
17.5,17.5,46,16,1
18.5,18.5,41.5,15,1
19,19,41.5,20.5,1
19,19,43,18,1
19,19,44.5,14,1
20,20,40,21,1
20,20,39,19.5,1
19.5,19.5,40.5,18,1
19,19,44.5,19.5,1
18,18,46,21,1
17.5,17.5,47.5,18,1
16,16,55,19,1
15,15,59,16,0
14.5,14.5,63,17,0
14,14,67,14,0
13.5,13.5,69.5,15,0
13,13,77,16,0
13,13,77,14,0
12.5,12.5,79.5,13,0
13,13,79.5,15,0
13.5,13.5,74.5,16,1
14,14,74.5,16,1
15,15,68,17,1
16.5,16.5,61,18.5,1
17,17,52,15,1
17,17,52,15,1
18,18,50.5,14,1
18,18,47.5,10,1
19,19,41.5,11,1
19,19,41.5,12,1
19.5,19.5,43,13,1
19,19,46,14,1
19,19,46,16,1
18.5,18.5,46,12,1
18,18,50.5,16,1
17.5,17.5,54,14,1
17.5,17.5,57.5,13,0
17,17,59,12,0
17,17,64,15,0
16.5,16.5,70,17,0
16,16,74.5,15,0
16,16,77,16,0
16,16,77,19.5,0
16,16,74.5,19.5,0
16.5,16.5,70,18.5,1
17,17,68,18,1
17,17,70.5,20.5,1
17.5,17.5,68.5,19.5,1
19.5,19.5,56,22,1
19,19,60,21,1
21,21,53,23,1
22.5,22.5,51.5,23,1
22.5,22.5,51.5,22,1
22,22,57,22,1
22.5,22.5,55,26,1
22,22,61,27,1
22,22,61,22,1
21,21,64,20,1
20,20,69,24,1
20,20,69,23.5,1
19,19,73,22,0
18,18,78,19.5,0
18,18,78,21.5,0
18,18,78,15,0
17,17,83,16,0
16,16,85.5,16,0
16,16,83,16,0
16,16,83,15,0
16.5,16.5,80,19.5,1
18.5,18.5,73,16,1
20,20,69,15,1
21.5,21.5,62.5,20.5,1
22.5,22.5,59,21,1
24.5,24.5,50.5,22,1
25.5,25.5,40.5,19.5,1
26.5,26.5,38,22,1
27.5,27,32,24,1
27,27,34.5,29,1
26.5,26.5,38,27,1
26.5,26.5,38,22,1
24.5,24.5,47,26,1
22,22,56.5,27,1
19.5,19.5,62,30,1
18.5,18.5,64,27,1
18,18,66,22.5,0
16,16,77,8,0
16,16,74.5,6.5,0
16,16,72,6,0
15,15,82,6,0
15,15,82,5,0
14,14,85,4,0
14.5,14.5,79.5,6,0
15.5,15.5,74.5,7.5,1
17.5,17.5,64,12,1
19,19,56,20,1
19.5,19.5,58,18.5,1
20,20,58,19.5,1
22,21.5,50,19.5,1
22,21.5,48.5,18.5,1
23,23,45.5,21,1
22,22,50,24,1
22,22,50,24,1
21,21,53,24,1
20,20,58,22,1
19,19,60,23,1
18,18,64,18,1
16.5,16.5,72.5,14,0
16,16,77,11,0
15,15,79.5,8,0
15,15,82,9,0
15,15,85,6.5,0
14.5,14.5,85,5,0
13.5,13.5,85,6.5,0
13,13,88,6,0
13.5,13.5,85,5,0
14.5,14.5,85,5,1
16.5,16.5,80,9,1
18.5,18.5,75.5,14,1
19.5,19.5,68.5,12,1
21,21,57,19,1
22.5,22.5,48.5,19.5,1
22.5,22.5,48.5,17.5,1
22.5,22.5,48.5,20,1
22,22,51.5,20.5,1
22.5,22.5,51.5,21,1
21,21,57,23,1
20,20,56,23,1
18.5,18.5,62,21.5,1
18.5,18.5,62,19,1
17,17,68,19,1
16,16,77,10,0
15,15,82,7.5,0
15,15,82,6.5,0
14,14,88,6,0
14,14,85,6,0
14,14,88,6,0
14,14,88,6,0
15.5,15.5,82.5,6,1
17.5,17.5,77.5,7.5,1
20,20,68.5,13,1
21.5,21.5,56.5,18.5,1
23,23,47,18,1
24,24,44,16,1
24,24,44,15,1
24.5,24.5,43,17,1
24.5,24.5,45.5,18,1
24,24,45.5,18,1
23.5,23.5,45.5,18,1
22.5,22.5,48.5,18,1
20.5,20.5,60.5,18,1
19,19,68,13,1
19,19,73,14,1
18.5,18.5,75.5,12,1
18,18,75.5,6.5,0
17,17,83,6,0
16.5,16.5,80,6.5,0
16,16,83,6,0
15.5,15.5,88,7,0
16,16,88,6.5,0
16,16,88,6,0
16,16,85.5,6.5,0
16.5,16.5,85.5,9,1
17.5,17.5,80.5,9,1
19.5,19.5,75.5,10,1
21.5,21.5,65,10,1
22,22,61,11,1
23,23,51.5,16,1
24.5,24.5,46,21.5,1
24.5,24,39,23,1
23.5,23.5,42.5,21.5,1
23,22.5,42.5,21,1
23,22,41,18.5,1
21.5,21,50,20.5,1
20.5,20.5,60.5,20,1
19,19,73,24,1
18,18,83,17.5,1
18,18,83,12,1
18,18,83,9,0
18,18,83,11,0
17,17,88,7,0
17,17,88,6.5,0
17,17,88,8,0
17,17,88,9,0
17,17,88,7,0
17,17,88,7,0
17,17,88,7,1
18,18,83,9,1
18,18,83,9,1
19,19,80.5,12,1
19,19,83,11,0
19,19,83,11,1
19,19,83,12,0
19.5,19.5,80.5,15,1
19.5,19.5,66.5,23,1
17,17,85.5,18.5,1
18,18,83,18.5,1
18,18,83,19,1
18,18,83,18.5,1
18,18,83,15,1
17.5,17.5,83,13,0
17,17,83,17,0
17,17,83,17,0
18.5,18.5,80.5,20.5,0
19,19,78,21.5,0
18,18,83,21,0
18,18,83,22,0
18,18,83,21,0
18,18,80.5,20,0
18,18,83,20.5,0
18,18,83,19.5,1
18.5,18.5,80.5,21,1
19,19,75.5,22,1
20.5,20.5,66.5,26,1
21,21,64,26,1
22.5,22.5,59,21,1
23.5,23.5,59,24.5,1
25,25,54,23,1
25,25,51,25,1
26,26,48,22,1
25,25,51,23,1
23.5,23.5,55.5,20.5,1
23,23,59,18.5,1
21.5,21.5,62.5,14,1
20.5,20.5,62,15,1
19.5,19.5,71,11,0
18.5,18.5,75.5,9,0
18,18,78,6.5,0
17.5,17.5,80.5,5,0
17,17,83,4,0
17,17,83,0,0
16,16,88,5.5,0
15.5,15.5,85.5,6.5,0
16.5,16.5,80,4,1
17.5,17.5,78,6.5,1
19.5,19.5,66,7,1
22.5,22.5,47,11,1
25.5,25.5,40.5,8,1
27.5,27.5,42,14,1
28,28,43.5,16,1
29,29,40,14,1
29.5,29,37.5,18,1
30,29,36.5,18,1
30,29,36.5,17,1
29,29,41.5,16,1
28.5,28.5,44,16,1
27.5,27.5,46.5,11,1
26,26,51,8,1
23.5,23.5,67,14,1
22.5,22.5,71,11,1
22,22,73,10,0
21.5,21.5,75.5,6.5,0
21,21,78,6.5,0
21,21,78,3,0
20,20,78,3,0
20,20,80.5,0,0
20,20,83,2,0
20,20,80.5,5,1
21.5,21.5,71,2,1
22.5,22.5,67,5,1
25,25,59,5.5,1
27,27,51,5,1
28,28,48,5,1
29,29,45,4,1
30,30,44.5,6.5,1
31,31,41.5,5,1
32,32,41,6,1
32.5,32.5,37,5,1
32.5,32.5,37,10.5,1
30.5,30.5,40.5,14,1
29,29.5,49,13,1
26.5,27.5,58,13,1
25.5,26,59.5,10,1
23,23,69,11,1
22.5,22.5,71,17,0
22,22,73,19.5,0
21.5,21.5,75.5,15,0
21,21,78,8.5,0
21,21,78,7.5,0
21,21,78,7.5,0
20,20,83,12,0
19,19,83,9,0
20,20,78,9,1
20.5,20.5,78,9,1
22.5,22.5,71,7,1
24.5,24.5,63,6,1
26.5,27.5,56,5.5,1
26.5,27.5,56,7,1
26.5,27.5,57.5,5,1
28,29,51,7.5,1
27.5,28.5,52.5,7.5,1
28,29,51,8,1
28,29,51,6,1
28,29,51,6.5,1
26.5,27.5,61.5,11,1
25,25,65,10,1
24.5,24.5,69,7.5,1
24,24,71.5,5,1
23.5,23.5,76,3,0
23,23,76,6.5,0
23,23,78,10,0
22,22,83,19,0
21,21,83,8.5,0
21,21,83,7.5,0
20.5,20.5,83,16,0
19.5,19.5,78,9,0
20,20,73,7,1
20.5,20.5,66.5,6.5,1
22,22,60.5,9,1
22.5,22.5,61,14,1
24.5,24.5,52.5,12,1
24.5,24.5,52.5,9,1
25,25,45.5,8,1
26,26,40.5,11.5,1
26.5,26,31.5,14,1
27,26,26,13,1
27,26,27,13,1
26.5,25.5,26,9,1
25.5,25.5,35,8,1
24,23.5,40,10,1
22.5,22,47,9,1
21.5,21,48.5,6.5,1
21,21,50,8,0
17,17,72.5,4,0
17,17,66,6.5,0
16.5,16.5,66,5,0
16,16,68,6,0
16,16,70,7,0
16,16,72,6,0
15.5,15.5,74.5,9,0
16,16,74.5,9,1
18,18,68.5,7,1
20.5,20.5,58.5,6,1
23,23,45.5,7.5,1
24.5,24.5,38.5,11,1
25,25,36,12,1
25.5,25.5,35,9,1
26,26,34,11,1
26.5,26.5,33,9,1
26,26,35.5,9,1
25.5,25.5,39.5,12,1
24.5,24.5,43,13,1
23,23,50,14,1
22,22,53,11,1
20.5,20.5,56.5,10,1
20,20,60,7,0
18.5,18.5,66,6.5,0
18,18,68,6,0
17.5,17.5,70.5,6.5,0
17,17,73,6.5,0
17,17,73,6.5,0
16.5,16.5,72.5,6.5,0
16,16,77,8,0
16,16,72,11,0
17,17,68,12,1
18,18,64,12,1
20,20,56,17,1
20.5,20.5,56.5,16,1
21,21,55,22.5,1
22,22,50,22,1
23.5,23.5,48.5,20,1
23.5,23.5,50,20.5,1
23,23,53,19.5,1
23,23,57,19.5,1
23,23,57,17.5,1
23,23,57,17,1
22,22,65,21.5,1
21,21,69,23,1
20,20,71,19,1
19,19,64,19.5,1
18,18,68,18.5,0
18,18,68,15,0
17,17,73,16,0
16.5,16.5,75,16,0
16,16,74.5,11,0
16,16,77,12,0
15,15,82,11,0
15,15,82,12,0
16,16,77,11,1
16.5,16.5,75,9,1
18,18,68,6.5,1
19.5,19.5,62,12,1
21,21,57,15,1
21,21,51.5,14,1
22.5,22,45.5,12,1
22.5,22,45.5,13,1
23.5,23.5,44,14,1
24,24,41,14,1
23.5,23,41,16,1
23,23,44,18,1
22.5,22.5,50,17,1
20.5,20.5,62,17,1
19,19,68,17,1
18.5,18.5,68,18,1
17.5,17.5,75,13,0
17,17,77,14,0
16,16,85.5,11,0
16,16,88,9,0
16,16,88,8,0
16,16,88,6.5,0
15,15,91,8,0
15.5,15.5,91,8,1
15.5,15.5,91,7.5,1
16,16,94,7.5,1
17,17,88,10,1
17.5,17.5,88,8,0
19,19,83,9,1
20.5,20.5,78,6.5,1
21.5,21.5,75.5,7.5,1
22,22,73,12,1
22,22,73,13,1
22.5,22.5,73.5,12,1
23,23,74,10,1
23,23,74,10,1
22,22,83,10,1
22,22,83,9,0
22,22,83,7,0
22,22,83,10,0
22,22,83,15,0
21.5,21.5,85.5,11,0
21,21,88,13,0
21,21,88,11,0
21,21,88,13,0
21,21,88,12,0
21,21,88,12,0
21,21,88,13,1
21,21,88,13,1
21.5,21.5,85.5,10,1
23,23,78,8,1
23.5,23.5,73.5,10,1
23,23,76,13,1
23.5,23.5,71.5,9,1
23.5,23.5,73.5,11,1
24,24,69,11,1
24,24,69,6,1
24,24,69,7,1
24,24,69,7,1
23,23,74,8,1
23,23,74,10,1
21.5,21.5,78,8,1
20.5,20.5,80.5,8,0
20,20,78,9,0
19.5,19.5,80.5,6.5,0
20,20,78,6,0
20,20,78,7,0
19.5,19.5,83,8,0
19,19,85.5,9,0
19.5,19.5,85.5,3.5,0
19.5,19.5,85.5,6,0
20,20,83,6.5,1
20,20,83,7,1
20.5,20.5,83,9,1
21.5,21.5,80.5,11,1
23.5,23.5,69.5,10,1
25.5,26,59.5,11,1
27,27,51,12,1
27.5,27.5,46.5,12,1
28,28,42,9,1
28,28,40,10,1
27.5,27.5,41,10,1
26.5,26.5,42,14,1
25,25,44,13,1
22.5,22.5,69,10,1
22,22,61,13,1
20.5,20.5,64.5,12,1
19,19,70.5,14,0
18,18,78,13,0
17,17,83,17,0
17,17,83,12,0
17,17,85.5,10,0
17,17,80,10,0
17.5,17.5,77.5,8,0
18,18,78,6.5,0
19.5,19.5,71,5,1
21,21,64,24,1
21,21,69,28,1
21.5,21.5,62.5,27,1
23,23,50,28.5,1
23,23,45.5,27,1
23.5,23,41,29.5,1
23.5,23,41.5,26,1
24,23.5,40,27.5,1
23,23,44,27,1
23,22.5,42.5,26,1
22.5,21.5,44,24,1
21.5,21,45,21.5,1
19.5,19.5,62,19.5,1
19,19,64,20,1
17.5,17.5,70.5,14,1
17,17,73,12,0
16.5,16.5,75,11,0
16,16,83,15,0
17,17,77,9,0
17,17,77,11,0
17,17,77,13,0
18,18,78,14,0
18,18,78,15,0
18,18,83,15,1
18.5,18.5,80.5,16,1
20,20,75.5,19.5,1
20,20,73,19.5,1
21.5,21.5,65,21,1
21,21,66.5,25,1
21.5,21.5,67,26,1
22,22,61,23,1
22,22,61,27,1
21.5,21.5,67,26,1
22,22,65,23,1
21.5,21.5,67,20,1
21,21,69,16,1
20.5,20.5,71,14,1
20,20,73,13,1
19.5,19.5,75.5,15,1
19,19,78,14,0
15.5,15.5,70,7,0
14.5,14.5,77,9,0
14,14,82,9,0
15,15,79.5,7,0
15,15,82,6.5,0
15,15,85,6.5,0
16,16,77,4,0
18,18,73,8,1
18,18,78,13,1
20.5,20.5,66.5,13,1
22,22,59,17,1
22.5,22.5,59,16,1
23.5,23.5,55.5,18,1
25,25,51,18,1
26,26,49.5,15,1
25,25,51,16,1
25,25,51,13,1
25,25,51,11,1
24.5,24.5,52.5,10,1
23.5,23.5,57.5,7,1
23,23,61,9,1
22.5,22.5,63,13,1
22,22,65,15,0
22,22,67,16,0
21,21,73,15,0
20.5,20.5,71,9.5,0
19.5,19.5,78,7.5,0
19,19,85.5,7.5,0
19,19,88,8,0
